Param,ParamGroup,USGSPCode,CAS_Reg
"Stream flow, mean. daily",Physical,60,
Stream stage,Physical,,
Stream velocity,Physical,55,
Stream width measure,Information,,
Strontium,"Inorganics, Minor, Metals",,7440-24-6
"Strontium-87/Strontium-86, ratio",Stable Isotopes,,
"Strontium-87/strontium-86, ratio",Stable Isotopes,75978,
Strontium-89,Radiochemical,15501,14158-27-1
Strontium-90,Radiochemical,,10098-97-2
Strontium-90 and/or yttrium-90,Radiochemical,,
Styrene,"Organics, other",,100-42-5
styrene,"Organics, other",,100-42-5
Sulfamethazine,"Organics, other",,57-68-1
Sulfamethoxazole,"Organics, other",,723-46-6
Sulfamethoxazole-13C6,"Organics, other",,723-46-6
Sulfate,"Inorganics, Major, Non-metals",,14808-79-8
sulfate,"Inorganics, Major, Non-metals",91005,14808-79-8
Sulfate as S,"Inorganics, Major, Non-metals",,
Sulfate as SO4,"Inorganics, Major, Non-metals",,
Sulfide,"Inorganics, Major, Non-metals",,18496-25-8
Sulfometuron methyl,"Organics, pesticide",,74222-97-2
Sulfotep,"Organics, pesticide",,3689-24-5
Sulfur,"Inorganics, Major, Non-metals",,7704-34-9
sulfur,"Inorganics, Major, Non-metals",63719,7704-34-9
Sulfur dioxide,,,
Sulfur hexafluoride,"Inorganics, Minor, Non-metals",63149,2551-62-4
Sulfur-34/Sulfur-32 ratio,Stable Isotopes,49902,
"Sulfur-34/sulfur-32, ratio",Stable Isotopes,49903,
Sum of anions,Physical,,
Sum of cations,Physical,,
Sumatriptan,,,
Surface area,Information,,
Surfactants -- CWA 304B,"Organics, other",38260,
"Surfactants, anionic",,,
Suspended Sediment Concentration (SSC),Sediment,,
Suspended sediment concentration (SSC),Sediment,80154,
Suspended sediment discharge,Sediment,80155,
Tamoxifen,"Organics, other",,10540-29-1
Tantalum,"Inorganics, Minor, Metals",,7440-25-7
tds,Physical,,
Tebuconazole,"Organics, pesticide",,107534-96-3
Tebuthiuron,"Organics, pesticide",,34014-18-1
Tefluthrin,"Organics, pesticide",61606,79538-32-2
Tellurium,"Inorganics, Minor, Non-metals",,13494-80-9
Temazepam,"Organics, other",,846-50-4
temperature (centigrade),Physical,,
"Temperature, air",Physical,,
"Temperature, sample",Physical,,
"Temperature, water",Physical,,
Terbacil,"Organics, pesticide",,5902-51-2
Terbium,"Inorganics, Minor, Metals",,7440-27-9
Terbufos,"Organics, pesticide",,13071-79-9
Terbuthylazine,"Organics, pesticide",,5915-41-3
tert-Amyl methyl ether,"Organics, other",50005,994-05-8
tert-Butanol,"Organics, other",77035,75-65-0
tert-Butylbenzene,"Organics, other",,98-06-6
tert-butylbenzene,"Organics, other",,98-06-6
Testosterone,,,
Tetrachlorobiphenyl,"Organics, PCBs",,
Tetrachloroethylene,Toxicity,,127-18-4
tetrachloroethylene,Toxicity,,127-18-4
Tetrahydrocannabinol,,,
Tetrahydrofuran,"Organics, other",,109-99-9
Thallium,"Inorganics, Minor, Metals",,7440-28-0
"thallium, total","Inorganics, Minor, Metals",,7440-28-0
Thallium-208,Radiochemical,,14913-50-9
Thebaine,,,115-37-7
Thiabendazole,"Organics, pesticide",,148-79-8
Thiamethoxam,"Organics, pesticide",,153719-23-4
Thiobencarb,"Organics, pesticide",,28249-77-6
Thorium-228,Radiochemical,61738,14274-82-9
Thorium-230,Radiochemical,,14269-63-7
Thorium-232,Radiochemical,,7440-29-1
Thorium-234,Radiochemical,,
Thulium,"Inorganics, Minor, Metals",,7440-30-4
Tin,"Inorganics, Minor, Metals",,7440-31-5
Titanium,"Inorganics, Minor, Metals",,7440-32-6
Toluene,"Organics, other",,108-88-3
toluene,"Organics, other",,108-88-3
Total Carbon,"Inorganics, Major, Non-metals",690,7440-44-0
Total Coliform,Microbiological,,
Total coliforms,Microbiological,31501,
Total dissolved solids,Physical,,
Total fixed solids,Physical,,
total haloacetic acids (haa5),"Organics, other",,
Total hardness -- SDWA NPDWR,Physical,900,
total kjeldahl nitrogen (in water mg/l),Nutrient,,
total polychlorinated biphenyls (pcb),"Organics, PCBs",,
Total Sample Volume,Information,,
Total solids,Physical,,
Total suspended solids,Physical,,
Total volatile solids,Physical,,
Toxaphene,"Organics, pesticide",,8001-35-2
toxaphene,"Organics, pesticide",,8001-35-2
"trans-1,2-Dichloroethylene","Organics, other",,156-60-5
"trans-1,2-dichloroethylene","Organics, other",,156-60-5
"trans-1,3-Dichloropropene","Organics, pesticide",,10061-02-6
"trans-1,3-dichloropropene","Organics, pesticide",,10061-02-6
"trans-1,4-Dichloro-2-butene","Organics, other",,110-57-6
trans-Chlordane,"Organics, pesticide",,5103-74-2
trans-Nonachlor,"Organics, pesticide",,39765-80-5
Transpermethrin,"Organics, pesticide",49350,61949-77-7
"Trash, Debris, Floatables",Physical,1320,
Trazodone,,,19794-93-5
Triallate,"Organics, pesticide",,2303-17-5
Triamterene,"Organics, other",,396-01-0
Triazolam,,,28911-01-5
Tribenuron-methyl,"Organics, pesticide",61159,101200-48-0
Tribromomethane,"Organics, other",,75-25-2
Tribufos,"Organics, pesticide",39040,78-48-8
Tributyl phosphate,"Organics, other",,126-73-8
Trichloroacetic acid,"Organics, other",,76-03-9
trichloroacetic acid,"Organics, other",,76-03-9
Trichlorobiphenyl,"Organics, PCBs",,
Trichloroethylene,Toxicity,,79-01-6
trichloroethylene,Toxicity,,79-01-6
trichlorofluoromethane,"Organics, other",,
Trichlorotrifluoroethane,"Organics, other",,
trichlorotrifluoroethane,"Organics, other",,
Triclocarban,"Organics, other",,101-20-2
Triclopyr,"Organics, pesticide",,55335-06-3
Triclosan,"Organics, other",61708,3380-34-5
"Triclosan,C13H10Cl2O- derivative","Organics, other",,
Triethyl citrate,"Organics, other",,77-93-0
Trifluralin,"Organics, pesticide",,1582-09-8
Trihalomethanes,"Organics, other",,
"Trihalomethanes (four), total, from SDWA NPDWR","Organics, other",90851,
Trimethoprim,,,
Trimipramine maleate,,,
Triphenyl phosphate,"Organics, other",,115-86-6
"Tris(1,3-dichloro-2-propyl)phosphate","Organics, other",,
Tris(2-butoxyethyl) phosphate,"Organics, other",,78-51-3
Tris(2-chloroethyl) phosphate,"Organics, other",,115-96-8
Tritium,Radiochemical,,10028-17-8
tritium,Radiochemical,,10028-17-8
True color,Physical,,
tthm,"Organics, other",90851,
Tungsten,"Inorganics, Minor, Metals",,7440-33-7
Turbidity,Physical,,
turbidity,Physical,,
Turbidity severity,Physical,1350,
"Turbidity, hellige",Physical,75,
Tylosin,,,
Unknown,,,
Uranium,Radiochemical,,7440-61-1
Uranium 238/234 ratio,Radiochemical,82087,
Uranium-234,Radiochemical,,13966-29-5
Uranium-234 and/or uranium-235 and/or uranium-238,Radiochemical,22703,
Uranium-234/235/238,Radiochemical,,
Uranium-235,Radiochemical,,15117-96-1
uranium-235,Radiochemical,,15117-96-1
Uranium-236,Radiochemical,,
Uranium-238,Radiochemical,,
USGS,,,
UV 254 -- SDWA NPDWR,Physical,50624,
uv absorbance @254 nm,,,
"UV Absorption, relative conc. of organic constituents",,,
Vahlkampfia,,,
Vanadium,"Inorganics, Minor, Metals",,7440-62-2
"vanadium, total","Inorganics, Minor, Metals",,7440-62-2
Velocity - stream,Physical,81904,
Velocity-discharge,Physical,,
Venlafaxine hydrochloride,,,
Verapamil,,,
Vernolate,"Organics, pesticide",30324,1929-77-7
Vinyl acetate,"Organics, other",,108-05-4
Vinyl bromide,"Organics, other",50002,593-60-2
Vinyl chloride,Toxicity,,75-01-4
vinyl chloride,Toxicity,,75-01-4
Volatile dissolved solids,Physical,520,
Volatile Suspended Solids,Physical,535,
Volume Storage,Information,,
Warfarin,"Organics, other",,81-81-2
Water,,,
Water content of snow,Physical,81026,
"Water level in well, depth from a reference point",Physical,,
"Water transparency, Secchi disc",Physical,77,
Wave height,Physical,,
Weather comments (text),Information,,
Width,Information,,
Wind direction,Physical,36,
"Wind direction (direction from, expressed 0-360 deg)",Physical,,
Wind velocity,Physical,,
Withdrawal rate,Information,72050,
Xenon,"Inorganics, Minor, Non-metals",85567,7440-63-3
Xylene,"Organics, other",,1330-20-7
Xylenes mix of m + o + p,"Organics, other",,
"xylenes, total","Organics, other",,
Ytterbium,"Inorganics, Minor, Metals",,7440-64-4
Yttrium,"Inorganics, Minor, Metals",,7440-65-5
Zinc,"Inorganics, Minor, Metals",,7440-66-6
zinc,"Inorganics, Minor, Metals",,7440-66-6
Zinc-65,Radiochemical,,13982-39-3
Zirconium,"Inorganics, Minor, Metals",,7440-67-7
Zooplankton,Biological,,
