CAS_Reg,Param,ParamGroup,USGSPCode
NULL,Phosphate,NULL,91004
NULL,Phosphate,Nutrient,NULL
NULL,Phosphate,Nutrient,00650
NULL,Phosphate,Nutrient,00653
NULL,Phosphate-phosphorus,NULL,NULL
NULL,Phosphate-phosphorus,NULL,00650
NULL,Phosphate-phosphorus,NULL,00653
NULL,Phosphate-phosphorus as P,NULL,NULL
NULL,Phosphate-phosphorus as PO4,NULL,NULL
NULL,"Phosphoric acid, diethyl 6-methyl-2-(1-methylethyl)-4-pyrimidinyl ester",NULL,61638
NULL,Phosphorus,NULL,NULL
NULL,Phosphorus,NULL,00665
NULL,Phosphorus,NULL,00666
NULL,Phosphorus,NULL,00668
NULL,Phosphorus,NULL,30292
NULL,Phosphorus,NULL,34935
NULL,Phosphorus,NULL,34937
NULL,Phosphorus,NULL,71886
NULL,Phosphorus,NULL,71888
NULL,Phosphorus,NULL,99891
NULL,Phosphorus,NULL,99893
NULL,Phosphorus as P,NULL,NULL
NULL,Phytoplankton,NULL,60050
NULL,Picloram,NULL,NULL
NULL,Picloram,NULL,39720
NULL,Picloram,NULL,49291
NULL,Pindolol,NULL,NULL
NULL,"Piperidine, 1-(1-phenylcyclohexyl)-, hydrochloride",NULL,NULL
NULL,Platinum,NULL,NULL
NULL,Plutonium-238,NULL,22001
NULL,Plutonium-238,NULL,49939
NULL,Plutonium-239 and Plutonium-240 combined,NULL,49940
NULL,Plutonium-239 and Plutonium-240 combined,NULL,49941
NULL,p-Nitroaniline,NULL,NULL
NULL,p-Nitrophenol,NULL,NULL
NULL,p-Nitrophenol,NULL,34646
NULL,p-Nitrophenol,NULL,34649
NULL,p-Octylphenol,NULL,NULL
NULL,p-Octylphenol,NULL,62061
NULL,p-Octylphenol,NULL,62809
NULL,Polychlorinated biphenyls,NULL,39516
NULL,Polychlorinated biphenyls,NULL,39517
NULL,Polychlorinated biphenyls,NULL,39518
NULL,Polychlorinated biphenyls,NULL,39519
NULL,Polychlorinated biphenyls,NULL,49459
NULL,Polyphosphate,NULL,NULL
NULL,potassium,NULL,NULL
NULL,Potassium,NULL,00935
NULL,Potassium,NULL,00937
NULL,Potassium,NULL,00938
NULL,Potassium,NULL,00939
NULL,Potassium,NULL,34940
NULL,Potassium,NULL,34942
NULL,Potassium,NULL,81204
NULL,potassium,NULL,91054
NULL,Potassium bisulfate,NULL,NULL
NULL,Potassium-40,NULL,NULL
NULL,Potassium-40,NULL,75037
NULL,Potassium-40,NULL,75038
NULL,Potassium-40,NULL,82068
NULL,Praseodymium,NULL,NULL
NULL,Praseodymium,NULL,01238
NULL,Praseodymium,NULL,50582
NULL,Prazepam,NULL,NULL
NULL,Precipitation,NULL,00045
NULL,Precipitation,NULL,46529
NULL,Prednisone,NULL,NULL
NULL,"Pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-6-methyl-, (6.alpha.,11.beta.)-",NULL,NULL
NULL,Progesterone,NULL,NULL
NULL,Prometon,NULL,NULL
NULL,Prometon,NULL,04037
NULL,Prometon,NULL,39056
NULL,Prometryn,NULL,NULL
NULL,Prometryn,NULL,04036
NULL,Prometryn,NULL,39057
NULL,Pronamide,NULL,NULL
NULL,Pronamide,NULL,82676
NULL,Propachlor,NULL,NULL
NULL,Propachlor,NULL,04024
NULL,Propachlor,NULL,30295
NULL,Propachlor ESA,NULL,NULL
NULL,Propachlor OA,NULL,NULL
NULL,Propane,NULL,NULL
NULL,Propanenitrile,NULL,NULL
NULL,Propanil,NULL,NULL
NULL,Propanil,NULL,82679
NULL,Propargite,NULL,NULL
NULL,Propargite,NULL,82685
NULL,Propazine,NULL,NULL
NULL,Propazine,NULL,39024
NULL,Propham,NULL,39052
NULL,Propham,NULL,49236
NULL,Propiconazole,NULL,NULL
NULL,Propiconazole,NULL,50471
NULL,Propoxur,NULL,NULL
NULL,Propoxur,NULL,30296
NULL,Propoxur,NULL,38538
NULL,Propoxyphene,NULL,NULL
NULL,Propranol,NULL,NULL
NULL,Propylene glycol allyl ether,NULL,NULL
NULL,Protriptyline,NULL,NULL
NULL,p-Xylene,NULL,NULL
NULL,Pyrene,NULL,NULL
NULL,Pyrene,NULL,34469
NULL,Pyrene,NULL,34470
NULL,Pyrene,NULL,34472
NULL,Pyrene,NULL,49387
NULL,Pyridine,NULL,NULL
NULL,Quinoline,NULL,49392
NULL,Radium-224,NULL,50833
NULL,Radium-224,NULL,50834
NULL,Radium-226,NULL,NULL
NULL,Radium-226,NULL,09501
NULL,Radium-226,NULL,09503
NULL,Radium-226,NULL,09511
NULL,Radium-226,NULL,75943
NULL,Radium-226,NULL,75944
NULL,Radium-226,NULL,76001
NULL,Radium-226/228,NULL,NULL
NULL,Radium-228,NULL,NULL
NULL,Radium-228,NULL,11501
NULL,Radium-228,NULL,75937
NULL,Radium-228,NULL,75948
NULL,Radium-228,NULL,76000
NULL,Radium-228,NULL,81366
NULL,Radium-228,NULL,99326
NULL,Radon-222,NULL,NULL
NULL,Radon-222,NULL,76002
NULL,Radon-222,NULL,82303
NULL,Radon-222,NULL,82305
NULL,Radon-222,NULL,99327
NULL,Ranitidine,NULL,NULL
NULL,RBP Stream Depth - Run,NULL,NULL
NULL,RBP Stream Velocity,NULL,NULL
NULL,"RBP2, Instream features, sampling reach area",NULL,NULL
NULL,Reservoir storage,NULL,00054
NULL,Reservoir volume,NULL,NULL
NULL,Rhenium,NULL,NULL
NULL,Rhenium,NULL,50583
NULL,Rhodium,NULL,NULL
NULL,Ronnel,NULL,NULL
NULL,Rotenone,NULL,NULL
NULL,Rubidium,NULL,NULL
NULL,Rubidium,NULL,01135
NULL,Rubidium,NULL,01137
NULL,Ruthenium,NULL,NULL
NULL,Salbutamol,NULL,NULL
NULL,Salinity,NULL,NULL
NULL,Salinity,NULL,00096
NULL,Salinity,NULL,00480
NULL,Samarium,NULL,NULL
NULL,Samarium,NULL,82323
NULL,Sample flow volume,NULL,NULL
NULL,Scandium,NULL,NULL
NULL,Scandium,NULL,01187
NULL,Scandium,NULL,01189
NULL,Scandium,NULL,34945
NULL,Scandium,NULL,34947
NULL,Scandium,NULL,82317
NULL,Secbutabarbital,NULL,NULL
NULL,sec-Butylbenzene,NULL,NULL
NULL,sec-Butylbenzene,NULL,77350
NULL,Seconal,NULL,NULL
NULL,Sediment,NULL,NULL
NULL,Sediment,NULL,04122
NULL,Sediment,NULL,50279
NULL,Sediment,NULL,69273
NULL,Sediment,NULL,70326
NULL,Sediment,NULL,70327
NULL,Sediment,NULL,70328
NULL,Sediment,NULL,70329
NULL,Sediment,NULL,70330
NULL,Sediment,NULL,70332
NULL,Sediment,NULL,70333
NULL,Sediment,NULL,70334
NULL,Sediment,NULL,70335
NULL,Sediment,NULL,70336
NULL,Sediment,NULL,70337
NULL,Sediment,NULL,70338
NULL,Sediment,NULL,70339
NULL,Sediment,NULL,70340
NULL,Sediment,NULL,70341
NULL,Sediment,NULL,70342
NULL,Sediment,NULL,70343
NULL,Sediment,NULL,70344
NULL,Sediment,NULL,70345
NULL,Sediment,NULL,70346
NULL,Sediment,NULL,70347
NULL,Sediment,NULL,80156
NULL,Sediment,NULL,80157
NULL,Sediment,NULL,80158
NULL,Sediment,NULL,80159
NULL,Sediment,NULL,80160
NULL,Sediment,NULL,80161
NULL,Sediment,NULL,80162
NULL,Sediment,NULL,80163
NULL,Sediment,NULL,80164
NULL,Sediment,NULL,80165
NULL,Sediment,NULL,80166
NULL,Sediment,NULL,80167
NULL,Sediment,NULL,80168
NULL,Sediment,NULL,80169
NULL,Sediment,NULL,80170
NULL,Sediment,NULL,80171
NULL,Sediment,NULL,80172
NULL,Sediment,NULL,80173
NULL,Sediment,NULL,80174
NULL,Sediment,NULL,80175
NULL,Sediment,NULL,80180
NULL,Sediment,NULL,80181
NULL,Sediment,NULL,80182
NULL,Sediment,NULL,80183
NULL,Sediment,NULL,80184
NULL,Sediment,NULL,80185
NULL,Sediment,NULL,80186
NULL,Sediment,NULL,80203
NULL,Sediment,NULL,80204
NULL,Sediment,NULL,80205
NULL,Sediment,NULL,80206
NULL,Sediment,NULL,80207
NULL,Sediment,NULL,80208
NULL,Sediment,NULL,80209
NULL,Sediment,NULL,80210
NULL,Sediment,NULL,80220
NULL,Sediment,NULL,80222
NULL,Sediment,NULL,80223
NULL,Sediment,NULL,80225
NULL,Sediment,NULL,80226
NULL,Sediment,NULL,80227
NULL,Sediment,NULL,80228
NULL,Sediment,NULL,80229
NULL,Sediment,NULL,80230
NULL,Sediment,NULL,80231
NULL,Sediment,NULL,80232
NULL,Sediment,NULL,80233
NULL,Sediment,NULL,80234
NULL,Sediment,NULL,80235
NULL,Sediment,NULL,80236
NULL,Sediment,NULL,80239
NULL,Selenium,NULL,NULL
NULL,Selenium,NULL,01145
NULL,Selenium,NULL,01146
NULL,Selenium,NULL,01147
NULL,Selenium,NULL,01148
NULL,Selenium,NULL,29847
NULL,Selenium,NULL,29848
NULL,Selenium,NULL,34950
NULL,Selenium,NULL,34952
NULL,Selenium-75,NULL,07100
NULL,Sertraline,NULL,NULL
NULL,Seston,NULL,71100
NULL,Seston,NULL,71101
NULL,S-Ethyl dipropylthiocarbamate,NULL,NULL
NULL,S-Ethyl dipropylthiocarbamate,NULL,82668
NULL,Settleable solids,NULL,NULL
NULL,Siduron,NULL,38548
NULL,Sildenafil,NULL,NULL
NULL,Silica,NULL,NULL
NULL,Silica,NULL,00955
NULL,Silica,NULL,00956
NULL,Silicon,NULL,NULL
NULL,silicon,NULL,01140
NULL,silicon,NULL,01142
NULL,Silicon as SiO2,NULL,NULL
NULL,Silver,NULL,NULL
NULL,Silver,NULL,01075
NULL,Silver,NULL,01076
NULL,Silver,NULL,01077
NULL,Silver,NULL,01078
NULL,Silver,NULL,04129
NULL,Silver,NULL,29850
NULL,Silver,NULL,34955
NULL,Silver,NULL,34957
NULL,Silvex,NULL,NULL
NULL,Silvex,NULL,39760
NULL,Silvex,NULL,39761
NULL,Silvex,NULL,39762
NULL,Silvex,NULL,39763
NULL,Simazine,NULL,NULL
NULL,Simazine,NULL,04035
NULL,Simazine,NULL,39025
NULL,Simazine,NULL,39046
NULL,Simazine,NULL,39055
NULL,Simetone,NULL,82188
NULL,Simetryn,NULL,39054
NULL,Simvastatin,NULL,NULL
NULL,Sodium,NULL,NULL
NULL,Sodium,NULL,00923
NULL,Sodium,NULL,00929
NULL,Sodium,NULL,00930
NULL,Sodium,NULL,00934
NULL,Sodium,NULL,34960
NULL,Sodium,NULL,34962
NULL,sodium,NULL,91053
NULL,Sodium adsorption ratio,NULL,00931
NULL,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],NULL,NULL
NULL,Sodium carbonate,NULL,71860
NULL,Sodium plus potassium,NULL,NULL
NULL,Sodium plus potassium,NULL,00933
NULL,"Sodium, percent total cations",NULL,00932
NULL,"Solar irradiation, local",NULL,00030
NULL,Sotalol,NULL,NULL
NULL,specific conductance,NULL,NULL
NULL,Specific conductance,NULL,00094
NULL,Specific conductance,NULL,00095
NULL,Specific conductance,NULL,00402
NULL,Specific conductance,NULL,90095
NULL,Specific conductivity,NULL,NULL
NULL,Specific gravity,NULL,NULL
NULL,Specific gravity,NULL,72013
NULL,"Stigmast-5-en-3-ol, (3.beta.)-",NULL,62068
NULL,"Stigmast-5-en-3-ol, (3.beta.)-",NULL,62815
NULL,"Stigmastan-3-ol, (3.beta.)-",NULL,61948
NULL,"Stigmastan-3-ol, (3.beta.)-",NULL,62086
NULL,"Stream flow, instantaneous",NULL,00061
NULL,"Stream flow, mean. daily",NULL,00060
NULL,Stream stage,NULL,NULL
NULL,Stream velocity,NULL,00055
NULL,Stream width measure,NULL,NULL
NULL,Strontium,NULL,NULL
NULL,Strontium,NULL,01080
NULL,Strontium,NULL,01081
NULL,Strontium,NULL,01082
NULL,Strontium,NULL,01083
NULL,Strontium,NULL,34965
NULL,Strontium,NULL,34967
NULL,Strontium,NULL,35040
NULL,"Strontium-87/Strontium-86, ratio",NULL,NULL
NULL,"Strontium-87/strontium-86, ratio",NULL,75978
NULL,Strontium-89,NULL,15501
NULL,Strontium-90,NULL,NULL
NULL,Strontium-90,NULL,13501
NULL,Strontium-90,NULL,13503
NULL,Strontium-90,NULL,13505
NULL,Strontium-90,NULL,76003
NULL,Strontium-90 and/or yttrium-90,NULL,NULL
NULL,Styrene,NULL,NULL
NULL,Styrene,NULL,77128
NULL,Sulfamethazine,NULL,NULL
NULL,Sulfamethoxazole,NULL,NULL
NULL,Sulfamethoxazole,NULL,62021
NULL,Sulfamethoxazole-13C6,NULL,NULL
NULL,Sulfate,NULL,NULL
NULL,Sulfate,NULL,00945
NULL,Sulfate,NULL,00946
NULL,sulfate,NULL,91005
NULL,Sulfate,"Inorganics, Major, Non-metals",NULL
NULL,Sulfate as S,NULL,NULL
NULL,Sulfate as SO4,NULL,NULL
NULL,Sulfide,NULL,NULL
NULL,Sulfide,NULL,00745
NULL,Sulfide,NULL,00746
NULL,Sulfide,NULL,99118
NULL,Sulfide,NULL,99119
NULL,Sulfometuron methyl,NULL,NULL
NULL,Sulfometuron methyl,NULL,50337
NULL,Sulfotep,NULL,NULL
NULL,Sulfur,NULL,NULL
NULL,Sulfur,NULL,30308
NULL,Sulfur,NULL,34970
NULL,sulfur,NULL,63719
NULL,Sulfur dioxide,NULL,NULL
NULL,Sulfur hexafluoride,NULL,63149
NULL,Sulfur-34/Sulfur-32 ratio,NULL,49902
NULL,Sulfur-34/Sulfur-32 ratio,NULL,49932
NULL,Sulfur-34/Sulfur-32 ratio,NULL,82086
NULL,"Sulfur-34/sulfur-32, ratio",NULL,NULL
NULL,Sum of anions,NULL,NULL
NULL,Sum of cations,NULL,NULL
NULL,Sumatriptan,NULL,NULL
NULL,Surface area,NULL,NULL
NULL,Surfactants -- CWA 304B,NULL,38260
NULL,"Surfactants, anionic",NULL,NULL
NULL,Suspended Sediment Concentration (SSC),NULL,NULL
NULL,Suspended sediment concentration (SSC),NULL,80154
NULL,Suspended sediment discharge,NULL,80155
NULL,Tamoxifen,NULL,NULL
NULL,Tantalum,NULL,NULL
NULL,Tantalum,NULL,34975
NULL,Tantalum,NULL,34977
NULL,Tantalum,NULL,82321
NULL,Tebuconazole,NULL,NULL
NULL,Tebuthiuron,NULL,NULL
NULL,Tebuthiuron,NULL,82670
NULL,Tefluthrin,NULL,61606
NULL,Tellurium,NULL,NULL
NULL,Tellurium,NULL,50585
NULL,Temazepam,NULL,NULL
NULL,"Temperature, air",NULL,NULL
NULL,"Temperature, air",NULL,00020
NULL,"Temperature, air",NULL,00021
NULL,"Temperature, sample",NULL,NULL
NULL,"Temperature, water",NULL,NULL
NULL,"Temperature, water",NULL,00010
NULL,Terbacil,NULL,NULL
NULL,Terbacil,NULL,04032
NULL,Terbacil,NULL,30311
NULL,Terbacil,NULL,82665
NULL,Terbium,NULL,NULL
NULL,Terbium,NULL,01218
NULL,Terbium,NULL,50586
NULL,Terbufos,NULL,NULL
NULL,Terbufos,NULL,82088
NULL,Terbufos,NULL,82675
NULL,Terbuthylazine,NULL,NULL
NULL,Terbuthylazine,NULL,04022
NULL,tert-Amyl methyl ether,NULL,50005
NULL,tert-Butanol,NULL,77035
NULL,tert-Butylbenzene,NULL,NULL
NULL,tert-Butylbenzene,NULL,77353
NULL,Testosterone,NULL,NULL
NULL,Tetrachlorobiphenyl,NULL,NULL
NULL,Tetrachloroethylene,NULL,NULL
NULL,Tetrachloroethylene,NULL,34475
NULL,Tetrachloroethylene,NULL,34476
NULL,Tetrahydrocannabinol,NULL,NULL
NULL,Tetrahydrofuran,NULL,NULL
NULL,Tetrahydrofuran,NULL,81607
NULL,Thallium,NULL,NULL
NULL,Thallium,NULL,01057
NULL,Thallium,NULL,01059
NULL,Thallium,NULL,04060
NULL,Thallium,NULL,04064
NULL,Thallium,NULL,49955
NULL,Thallium-208,NULL,NULL
NULL,Thebaine,NULL,NULL
NULL,Thiabendazole,NULL,NULL
NULL,Thiabendazole,NULL,62801
NULL,Thiamethoxam,NULL,NULL
NULL,Thiobencarb,NULL,NULL
NULL,Thiobencarb,NULL,82681
NULL,Thorium-228,NULL,61738
NULL,Thorium-230,NULL,NULL
NULL,Thorium-230,NULL,26503
NULL,Thorium-230,NULL,75939
NULL,Thorium-230,NULL,75952
NULL,Thorium-230,NULL,75997
NULL,Thorium-232,NULL,NULL
NULL,Thorium-232,NULL,34980
NULL,Thorium-232,NULL,34982
NULL,Thorium-232,NULL,75936
NULL,Thorium-232,NULL,75953
NULL,Thorium-232,NULL,75976
NULL,Thorium-232,NULL,75999
NULL,Thorium-232,NULL,82313
NULL,Thorium-232,NULL,82365
NULL,Thorium-234,NULL,NULL
NULL,Thulium,NULL,NULL
NULL,Thulium,NULL,01245
NULL,Thulium,NULL,50587
NULL,Tin,NULL,NULL
NULL,Tin,NULL,01100
NULL,Tin,NULL,01102
NULL,Tin,NULL,01103
NULL,Tin,NULL,34985
NULL,Tin,NULL,34987
NULL,Titanium,NULL,NULL
NULL,Titanium,NULL,01150
NULL,Titanium,NULL,01152
NULL,Titanium,NULL,01153
NULL,Titanium,NULL,04134
NULL,Titanium,NULL,30317
NULL,Titanium,NULL,34992
NULL,Titanium,NULL,49274
NULL,Toluene,NULL,NULL
NULL,Toluene,NULL,34010
NULL,Total Carbon,NULL,00690
NULL,Total Carbon,NULL,00693
NULL,Total Carbon,NULL,00694
NULL,Total Carbon,NULL,30244
NULL,Total Carbon,NULL,49272
NULL,Total Coliform,NULL,NULL
NULL,Total coliforms,NULL,31501
NULL,Total coliforms,NULL,31503
NULL,Total coliforms,NULL,90900
NULL,Total dissolved solids,NULL,NULL
NULL,Total dissolved solids,NULL,00515
NULL,Total dissolved solids,NULL,70300
NULL,Total dissolved solids,NULL,70301
NULL,Total dissolved solids,NULL,70302
NULL,Total dissolved solids,NULL,70303
NULL,Total fixed solids,NULL,NULL
NULL,Total hardness -- SDWA NPDWR,NULL,00900
NULL,Total Sample Volume,NULL,NULL
NULL,Total solids,NULL,NULL
NULL,Total solids,NULL,00500
NULL,Total suspended solids,NULL,NULL
NULL,Total suspended solids,NULL,00530
NULL,Total suspended solids,NULL,70299
NULL,Total volatile solids,NULL,NULL
NULL,Total volatile solids,NULL,00505
NULL,Toxaphene,NULL,NULL
NULL,Toxaphene,NULL,39400
NULL,Toxaphene,NULL,39401
NULL,Toxaphene,NULL,39403
NULL,Toxaphene,NULL,49351
NULL,"trans-1,2-Dichloroethylene",NULL,NULL
NULL,"trans-1,2-Dichloroethylene",NULL,34546
NULL,"trans-1,3-Dichloropropene",NULL,NULL
NULL,"trans-1,3-Dichloropropene",NULL,34699
NULL,"trans-1,4-Dichloro-2-butene",NULL,NULL
NULL,"trans-1,4-Dichloro-2-butene",NULL,73547
NULL,trans-Chlordane,NULL,NULL
NULL,trans-Chlordane,NULL,49321
NULL,trans-Nonachlor,NULL,NULL
NULL,trans-Nonachlor,NULL,49317
NULL,Transpermethrin,NULL,49350
NULL,"Trash, Debris, Floatables",NULL,01320
NULL,Trazodone,NULL,NULL
NULL,Triallate,NULL,NULL
NULL,Triallate,NULL,82678
NULL,Triamterene,NULL,NULL
NULL,Triazolam,NULL,NULL
NULL,Tribenuron-methyl,NULL,61159
NULL,Tribromomethane,NULL,NULL
NULL,Tribromomethane,NULL,32104
NULL,Tribromomethane,NULL,34288
NULL,Tribufos,NULL,39040
NULL,Tribufos,NULL,61610
NULL,Tributyl phosphate,NULL,NULL
NULL,Tributyl phosphate,NULL,62089
NULL,Tributyl phosphate,NULL,62832
NULL,Trichloroacetic acid,NULL,NULL
NULL,Trichlorobiphenyl,NULL,NULL
NULL,Trichloroethylene,NULL,NULL
NULL,Trichloroethylene,NULL,39180
NULL,Trichlorotrifluoroethane,NULL,NULL
NULL,Triclocarban,NULL,NULL
NULL,Triclopyr,NULL,NULL
NULL,Triclopyr,NULL,49235
NULL,Triclosan,NULL,61708
NULL,Triclosan,NULL,62090
NULL,"Triclosan,C13H10Cl2O- derivative",NULL,NULL
NULL,Triethyl citrate,NULL,NULL
NULL,Triethyl citrate,NULL,62091
NULL,Triethyl citrate,NULL,62833
NULL,Trifluralin,NULL,NULL
NULL,Trifluralin,NULL,39030
NULL,Trifluralin,NULL,82661
NULL,Trihalomethanes,NULL,NULL
NULL,"Trihalomethanes (four), total, from SDWA NPDWR",NULL,90851
NULL,"Trihalomethanes (four), total, from SDWA NPDWR",NULL,90867
NULL,Trimethoprim,NULL,NULL
NULL,Trimipramine maleate,NULL,NULL
NULL,Triphenyl phosphate,NULL,NULL
NULL,Triphenyl phosphate,NULL,62092
NULL,Triphenyl phosphate,NULL,62834
NULL,"Tris(1,3-dichloro-2-propyl)phosphate",NULL,NULL
NULL,Tris(2-butoxyethyl) phosphate,NULL,NULL
NULL,Tris(2-butoxyethyl) phosphate,NULL,62093
NULL,Tris(2-butoxyethyl) phosphate,NULL,62830
NULL,Tris(2-chloroethyl) phosphate,NULL,NULL
NULL,Tris(2-chloroethyl) phosphate,NULL,62087
NULL,Tris(2-chloroethyl) phosphate,NULL,62831
NULL,Tritium,NULL,NULL
NULL,Tritium,NULL,07000
NULL,Tritium,NULL,07005
NULL,Tritium,NULL,07012
NULL,Tritium,NULL,07013
NULL,Tritium,NULL,07017
NULL,Tritium,NULL,07019
NULL,Tritium,NULL,75985
NULL,True color,NULL,NULL
NULL,Tungsten,NULL,NULL
NULL,Tungsten,NULL,01154
NULL,Tungsten,NULL,01155
NULL,Turbidity,NULL,NULL
NULL,Turbidity,NULL,00070
NULL,Turbidity,NULL,00076
NULL,Turbidity,NULL,61028
NULL,Turbidity,NULL,63675
NULL,Turbidity,NULL,63680
NULL,Turbidity,NULL,82079
NULL,Turbidity,NULL,99872
NULL,Turbidity severity,NULL,01350
NULL,"Turbidity, hellige",NULL,00075
NULL,Tylosin,NULL,NULL
NULL,Unknown,NULL,NULL
NULL,Uranium,NULL,NULL
NULL,Uranium 238/234 ratio,NULL,82087
NULL,Uranium-234,NULL,NULL
NULL,Uranium-234,NULL,22610
NULL,Uranium-234,NULL,75941
NULL,Uranium-234,NULL,75942
NULL,Uranium-234,NULL,75992
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,22703
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,22705
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,22707
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,28011
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,35000
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,35002
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,35046
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,63032
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,75990
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,75993
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,80010
NULL,Uranium-234 and/or uranium-235 and/or uranium-238,NULL,80020
NULL,Uranium-234/235/238,NULL,NULL
NULL,Uranium-235,NULL,NULL
NULL,Uranium-235,NULL,22620
NULL,Uranium-235,NULL,75947
NULL,Uranium-235,NULL,75975
NULL,Uranium-235,NULL,75994
NULL,Uranium-236,NULL,NULL
NULL,Uranium-238,NULL,NULL
NULL,Uranium-238,NULL,04113
NULL,Uranium-238,NULL,22603
NULL,Uranium-238,NULL,75940
NULL,Uranium-238,NULL,75991
NULL,USGS,NULL,NULL
NULL,UV 254 -- SDWA NPDWR,NULL,50624
NULL,UV 254 -- SDWA NPDWR,NULL,63162
NULL,"UV Absorption, relative conc. of organic constituents",NULL,NULL
NULL,Vahlkampfia,NULL,NULL
NULL,Vanadium,NULL,NULL
NULL,Vanadium,NULL,01085
NULL,Vanadium,NULL,01087
NULL,Vanadium,NULL,01088
NULL,Vanadium,NULL,29853
NULL,Vanadium,NULL,35005
NULL,Vanadium,NULL,35007
NULL,Velocity - stream,NULL,81904
NULL,Velocity-discharge,NULL,NULL
NULL,Venlafaxine hydrochloride,NULL,NULL
NULL,Verapamil,NULL,NULL
NULL,Vernolate,NULL,30324
NULL,Vinyl acetate,NULL,NULL
NULL,Vinyl acetate,NULL,77057
NULL,Vinyl bromide,NULL,50002
NULL,Vinyl chloride,NULL,NULL
NULL,Vinyl chloride,NULL,39175
NULL,Volatile dissolved solids,NULL,00520
NULL,Volatile Suspended Solids,NULL,00535
NULL,Volume Storage,NULL,NULL
NULL,Warfarin,NULL,NULL
NULL,Warfarin,NULL,62024
NULL,Water,NULL,NULL
NULL,Water content of snow,NULL,81026
NULL,"Water level in well, depth from a reference point",NULL,NULL
NULL,"Water level in well, depth from a reference point",NULL,61055
NULL,"Water transparency, Secchi disc",NULL,00077
NULL,"Water transparency, Secchi disc",NULL,00078
NULL,"Water transparency, Secchi disc",NULL,49701
NULL,Wave height,NULL,NULL
NULL,Weather comments (text),NULL,NULL
NULL,Width,NULL,NULL
NULL,Wind direction,NULL,00036
NULL,"Wind direction (direction from, expressed 0-360 deg)",NULL,NULL
NULL,Wind velocity,NULL,NULL
NULL,Withdrawal rate,NULL,72050
NULL,Xenon,NULL,85567
NULL,Xylene,NULL,NULL
NULL,Xylene,NULL,81551
NULL,Xylenes mix of m + o + p,NULL,NULL
NULL,Ytterbium,NULL,NULL
NULL,Ytterbium,NULL,01194
NULL,Ytterbium,NULL,01196
NULL,Ytterbium,NULL,35015
NULL,Ytterbium,NULL,35017
NULL,Ytterbium,NULL,82311
NULL,Yttrium,NULL,NULL
NULL,Yttrium,NULL,01201
NULL,Yttrium,NULL,01203
NULL,Yttrium,NULL,35010
NULL,Yttrium,NULL,35012
NULL,Zinc,NULL,NULL
NULL,Zinc,NULL,01090
NULL,Zinc,NULL,01091
NULL,Zinc,NULL,01092
NULL,Zinc,NULL,01093
NULL,Zinc,NULL,04131
NULL,Zinc,NULL,29855
NULL,Zinc,NULL,35020
NULL,Zinc,NULL,35022
NULL,Zinc-65,NULL,NULL
NULL,Zirconium,NULL,NULL
NULL,Zirconium,NULL,01160
NULL,Zirconium,NULL,01162
NULL,Zooplankton,NULL,NULL
10028-17-8,tritium,NULL,NULL
100-41-4,ethylbenzene,"organics, other",NULL
100-42-5,styrene,"organics, other",NULL
10043-92-2,radon,NULL,NULL
10061-01-5,"cis-1,3-dichloropropene","organics, pesticide",NULL
10061-02-6,"trans-1,3-dichloropropene","organics, pesticide",NULL
10098-97-2,38-strontium-90,NULL,NULL
1024-57-3,heptachlor epoxide,"organics, pesticide",NULL
103-23-1,di(2-ethylhexyl) adipate,"organics, other",NULL
103-65-1,n-propylbenzene,"organics, other",NULL
104-51-8,n-butylbenzene,"organics, other",NULL
106-42-3,p-xylene,"organics, other",NULL
106-43-4,p-chlorotoluene,NULL,NULL
106-46-7,p-dichlorobenzene,"organics, pesticide",NULL
107-06-2,"1,2-dichloroethane","organics, pesticide",NULL
108-38-3,m-xylene,"organics, other",NULL
108-67-8,"1,3,5-trimethylbenzene","organics, other",NULL
108-86-1,bromobenzene,"organics, other",NULL
108-88-3,toluene,"organics, other",NULL
108-90-7,chlorobenzene,"organics, other",NULL
11096-82-5,aroclor 1260,NULL,NULL
11097-69-1,aroclor 1254,NULL,NULL
11104-28-2,aroclor 1221,NULL,NULL
11141-16-5,aroclor 1232,NULL,NULL
116-06-3,aldicarb,"organics, pesticide",NULL
117-81-7,bis(2-ethylhexyl) phthalate,"organics, other",NULL
117-81-7,di(2-ethylhexyl) phthalate,"organics, other",NULL
118-74-1,hexachlorobenzene,"organics, pesticide",NULL
120-82-1,"1,2,4-trichlorobenzene","organics, other",NULL
122-34-9,simazine,"organics, pesticide",NULL
124-38-9,carbon dioxide,"inorganics, major, non-metals",NULL
